ewh_sample_id,sample_uuid_bin,sample_uuid,sample_friendly_name,study_friendly_names,studies_set_up
5909945,...,369d0e38-25e6-11ec-90f8-fa163eea3084,4250STDY11120841,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909946,...,369f0d6e-25e6-11ec-90f8-fa163eea3084,4250STDY11120842,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909947,...,36a10948-25e6-11ec-90f8-fa163eea3084,4250STDY11120843,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909948,...,36a3192c-25e6-11ec-90f8-fa163eea3084,4250STDY11120844,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909949,...,36a5dd24-25e6-11ec-90f8-fa163eea3084,4250STDY11120845,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909950,...,36a7e9b6-25e6-11ec-90f8-fa163eea3084,4250STDY11120846,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909951,...,36aab2e0-25e6-11ec-90f8-fa163eea3084,4250STDY11120847,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909952,...,36acd5ac-25e6-11ec-90f8-fa163eea3084,4250STDY11120848,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909953,...,36aef850-25e6-11ec-90f8-fa163eea3084,4250STDY11120849,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909954,...,36b1041a-25e6-11ec-90f8-fa163eea3084,4250STDY11120850,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909955,...,36b32092-25e6-11ec-90f8-fa163eea3084,4250STDY11120851,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909956,...,36b5278e-25e6-11ec-90f8-fa163eea3084,4250STDY11120852,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909957,...,36b73dc6-25e6-11ec-90f8-fa163eea3084,4250STDY11120853,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909958,...,36b951c4-25e6-11ec-90f8-fa163eea3084,4250STDY11120854,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909959,...,36bc2aac-25e6-11ec-90f8-fa163eea3084,4250STDY11120855,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909960,...,36be3694-25e6-11ec-90f8-fa163eea3084,4250STDY11120856,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909961,...,36c02fbc-25e6-11ec-90f8-fa163eea3084,4250STDY11120857,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909962,...,36c251fc-25e6-11ec-90f8-fa163eea3084,4250STDY11120858,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909963,...,36c46cd0-25e6-11ec-90f8-fa163eea3084,4250STDY11120859,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909964,...,36c65c66-25e6-11ec-90f8-fa163eea3084,4250STDY11120860,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909965,...,36c8611e-25e6-11ec-90f8-fa163eea3084,4250STDY11120861,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909966,...,36ca6e78-25e6-11ec-90f8-fa163eea3084,4250STDY11120862,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909967,...,36cc940a-25e6-11ec-90f8-fa163eea3084,4250STDY11120863,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909968,...,36cef7b8-25e6-11ec-90f8-fa163eea3084,4250STDY11120864,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909969,...,36d155b2-25e6-11ec-90f8-fa163eea3084,4250STDY11120865,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909970,...,36d3abfa-25e6-11ec-90f8-fa163eea3084,4250STDY11120866,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909971,...,36d5a392-25e6-11ec-90f8-fa163eea3084,4250STDY11120867,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909972,...,36d79ec2-25e6-11ec-90f8-fa163eea3084,4250STDY11120868,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909973,...,36d9c1fc-25e6-11ec-90f8-fa163eea3084,4250STDY11120869,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909974,...,36dc24a6-25e6-11ec-90f8-fa163eea3084,4250STDY11120870,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909975,...,36de7d00-25e6-11ec-90f8-fa163eea3084,4250STDY11120871,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909976,...,36e0bbba-25e6-11ec-90f8-fa163eea3084,4250STDY11120872,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909977,...,36e2f1f0-25e6-11ec-90f8-fa163eea3084,4250STDY11120873,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909978,...,36e4fe50-25e6-11ec-90f8-fa163eea3084,4250STDY11120874,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909979,...,36e88e26-25e6-11ec-90f8-fa163eea3084,4250STDY11120875,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909980,...,36eaeef0-25e6-11ec-90f8-fa163eea3084,4250STDY11120876,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909981,...,36ed406a-25e6-11ec-90f8-fa163eea3084,4250STDY11120877,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909982,...,36ef6aac-25e6-11ec-90f8-fa163eea3084,4250STDY11120878,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909983,...,36f161fe-25e6-11ec-90f8-fa163eea3084,4250STDY11120881,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909984,...,36f3595a-25e6-11ec-90f8-fa163eea3084,4250STDY11120882,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909985,...,36f59a44-25e6-11ec-90f8-fa163eea3084,4250STDY11120883,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909986,...,36f80464-25e6-11ec-90f8-fa163eea3084,4250STDY11120884,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909987,...,36fa6484-25e6-11ec-90f8-fa163eea3084,4250STDY11120885,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909988,...,36fc9df8-25e6-11ec-90f8-fa163eea3084,4250STDY11120886,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909989,...,36fea698-25e6-11ec-90f8-fa163eea3084,4250STDY11120887,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909990,...,3703b642-25e6-11ec-90f8-fa163eea3084,4250STDY11120888,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909991,...,3705d53a-25e6-11ec-90f8-fa163eea3084,4250STDY11120889,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909992,...,3707d66e-25e6-11ec-90f8-fa163eea3084,4250STDY11120890,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909993,...,3709d892-25e6-11ec-90f8-fa163eea3084,4250STDY11120891,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909994,...,370d57ba-25e6-11ec-90f8-fa163eea3084,4250STDY11120892,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909995,...,370f64d8-25e6-11ec-90f8-fa163eea3084,4250STDY11120893,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909996,...,37116a08-25e6-11ec-90f8-fa163eea3084,4250STDY11120894,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909997,...,37136f6a-25e6-11ec-90f8-fa163eea3084,4250STDY11120895,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909998,...,37189364-25e6-11ec-90f8-fa163eea3084,4250STDY11120896,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5909999,...,371aae88-25e6-11ec-90f8-fa163eea3084,4250STDY11120897,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910000,...,371cb4d0-25e6-11ec-90f8-fa163eea3084,4250STDY11120898,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910001,...,371f0a78-25e6-11ec-90f8-fa163eea3084,4250STDY11120899,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910002,...,37216b38-25e6-11ec-90f8-fa163eea3084,4250STDY11120900,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910003,...,3723ab1e-25e6-11ec-90f8-fa163eea3084,4250STDY11120901,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910004,...,3725f022-25e6-11ec-90f8-fa163eea3084,4250STDY11120902,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910005,...,37282eb4-25e6-11ec-90f8-fa163eea3084,4250STDY11120903,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910006,...,372a90dc-25e6-11ec-90f8-fa163eea3084,4250STDY11120904,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910007,...,372d2b08-25e6-11ec-90f8-fa163eea3084,4250STDY11120905,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910008,...,372fcad4-25e6-11ec-90f8-fa163eea3084,4250STDY11120906,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910009,...,37325b50-25e6-11ec-90f8-fa163eea3084,4250STDY11120907,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910010,...,3734d56a-25e6-11ec-90f8-fa163eea3084,4250STDY11120908,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910011,...,373713ca-25e6-11ec-90f8-fa163eea3084,4250STDY11120909,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910012,...,373a57ce-25e6-11ec-90f8-fa163eea3084,4250STDY11120910,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910013,...,373c6e06-25e6-11ec-90f8-fa163eea3084,4250STDY11120911,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910014,...,373eee38-25e6-11ec-90f8-fa163eea3084,4250STDY11120912,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910015,...,374102a4-25e6-11ec-90f8-fa163eea3084,4250STDY11120913,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910016,...,37430fd6-25e6-11ec-90f8-fa163eea3084,4250STDY11120914,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910017,...,37451cd6-25e6-11ec-90f8-fa163eea3084,4250STDY11120915,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910018,...,37472f3a-25e6-11ec-90f8-fa163eea3084,4250STDY11120916,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910019,...,374963d6-25e6-11ec-90f8-fa163eea3084,4250STDY11120917,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910020,...,374b85bc-25e6-11ec-90f8-fa163eea3084,4250STDY11120918,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910021,...,374d900a-25e6-11ec-90f8-fa163eea3084,4250STDY11120919,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910022,...,374f97b0-25e6-11ec-90f8-fa163eea3084,4250STDY11120920,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910023,...,37519fba-25e6-11ec-90f8-fa163eea3084,4250STDY11120921,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910024,...,3753c402-25e6-11ec-90f8-fa163eea3084,4250STDY11120922,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910025,...,3755d526-25e6-11ec-90f8-fa163eea3084,4250STDY11120923,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910026,...,3757ea14-25e6-11ec-90f8-fa163eea3084,4250STDY11120924,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910027,...,3759f552-25e6-11ec-90f8-fa163eea3084,4250STDY11120925,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910028,...,375c005e-25e6-11ec-90f8-fa163eea3084,4250STDY11120926,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910029,...,375e1196-25e6-11ec-90f8-fa163eea3084,4250STDY11120927,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910030,...,376010cc-25e6-11ec-90f8-fa163eea3084,4250STDY11120928,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910031,...,37622146-25e6-11ec-90f8-fa163eea3084,4250STDY11120929,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910032,...,37647ac2-25e6-11ec-90f8-fa163eea3084,4250STDY11120930,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910033,...,3766c16a-25e6-11ec-90f8-fa163eea3084,4250STDY11120931,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910034,...,3768e6fc-25e6-11ec-90f8-fa163eea3084,4250STDY11120932,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910035,...,376c15f2-25e6-11ec-90f8-fa163eea3084,4250STDY11120933,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910036,...,376e162c-25e6-11ec-90f8-fa163eea3084,4250STDY11120934,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910037,...,3770195e-25e6-11ec-90f8-fa163eea3084,4250STDY11120935,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910038,...,37721e70-25e6-11ec-90f8-fa163eea3084,4250STDY11120936,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910039,...,37743a02-25e6-11ec-90f8-fa163eea3084,4250STDY11120937,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910040,...,37764b44-25e6-11ec-90f8-fa163eea3084,4250STDY11120938,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910041,...,37784ec6-25e6-11ec-90f8-fa163eea3084,4250STDY11120939,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910042,...,377a6832-25e6-11ec-90f8-fa163eea3084,4250STDY11120940,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910043,...,377c788e-25e6-11ec-90f8-fa163eea3084,4250STDY11120941,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910044,...,377e86c4-25e6-11ec-90f8-fa163eea3084,4250STDY11120942,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910045,...,37807768-25e6-11ec-90f8-fa163eea3084,4250STDY11120943,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910046,...,37827bf8-25e6-11ec-90f8-fa163eea3084,4250STDY11120944,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910047,...,378549f0-25e6-11ec-90f8-fa163eea3084,4250STDY11120945,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910048,...,3787588a-25e6-11ec-90f8-fa163eea3084,4250STDY11120946,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910049,...,37895cfc-25e6-11ec-90f8-fa163eea3084,4250STDY11120947,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910050,...,378b57e6-25e6-11ec-90f8-fa163eea3084,4250STDY11120948,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910051,...,378d53a2-25e6-11ec-90f8-fa163eea3084,4250STDY11120949,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910052,...,378f5a44-25e6-11ec-90f8-fa163eea3084,4250STDY11120950,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910053,...,379158d0-25e6-11ec-90f8-fa163eea3084,4250STDY11120951,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910054,...,37938236-25e6-11ec-90f8-fa163eea3084,4250STDY11120952,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910055,...,3795afde-25e6-11ec-90f8-fa163eea3084,4250STDY11120953,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910056,...,3797c76a-25e6-11ec-90f8-fa163eea3084,4250STDY11120954,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910057,...,3799e784-25e6-11ec-90f8-fa163eea3084,4250STDY11120955,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910058,...,379c0ef6-25e6-11ec-90f8-fa163eea3084,4250STDY11120956,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910059,...,379dfeaa-25e6-11ec-90f8-fa163eea3084,4250STDY11120957,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910060,...,379ff3d6-25e6-11ec-90f8-fa163eea3084,4250STDY11120958,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910061,...,37a1f906-25e6-11ec-90f8-fa163eea3084,4250STDY11120959,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910062,...,37a3ed42-25e6-11ec-90f8-fa163eea3084,4250STDY11120960,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910063,...,37a5d59e-25e6-11ec-90f8-fa163eea3084,4250STDY11120961,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910064,...,37a7be9a-25e6-11ec-90f8-fa163eea3084,4250STDY11120962,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910065,...,37a9ac64-25e6-11ec-90f8-fa163eea3084,4250STDY11120963,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910066,...,37ab9b78-25e6-11ec-90f8-fa163eea3084,4250STDY11120964,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910067,...,37ad987e-25e6-11ec-90f8-fa163eea3084,4250STDY11120965,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910068,...,37af7b8a-25e6-11ec-90f8-fa163eea3084,4250STDY11120966,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910069,...,37b16e90-25e6-11ec-90f8-fa163eea3084,4250STDY11120967,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910070,...,37b34b02-25e6-11ec-90f8-fa163eea3084,4250STDY11120968,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910071,...,37b5364c-25e6-11ec-90f8-fa163eea3084,4250STDY11120969,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910072,...,37b7257e-25e6-11ec-90f8-fa163eea3084,4250STDY11120970,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910073,...,37b91b2c-25e6-11ec-90f8-fa163eea3084,4250STDY11120971,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910074,...,37bb0612-25e6-11ec-90f8-fa163eea3084,4250STDY11120972,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910075,...,37bcef68-25e6-11ec-90f8-fa163eea3084,4250STDY11120973,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910076,...,37beeba6-25e6-11ec-90f8-fa163eea3084,4250STDY11120974,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910077,...,37c10486-25e6-11ec-90f8-fa163eea3084,4250STDY11120977,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910078,...,37c301e6-25e6-11ec-90f8-fa163eea3084,4250STDY11120978,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910079,...,37c50e46-25e6-11ec-90f8-fa163eea3084,4250STDY11120979,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910080,...,37c71c5e-25e6-11ec-90f8-fa163eea3084,4250STDY11120980,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910081,...,37c91d92-25e6-11ec-90f8-fa163eea3084,4250STDY11120981,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910082,...,37cb1c1e-25e6-11ec-90f8-fa163eea3084,4250STDY11120982,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910083,...,37cd0eac-25e6-11ec-90f8-fa163eea3084,4250STDY11120983,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910084,...,37ceffc8-25e6-11ec-90f8-fa163eea3084,4250STDY11120984,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910085,...,37d0f86e-25e6-11ec-90f8-fa163eea3084,4250STDY11120985,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910086,...,37d2e516-25e6-11ec-90f8-fa163eea3084,4250STDY11120986,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910087,...,37d4f4be-25e6-11ec-90f8-fa163eea3084,4250STDY11120987,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910088,...,37d7093e-25e6-11ec-90f8-fa163eea3084,4250STDY11120988,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910089,...,37d913f0-25e6-11ec-90f8-fa163eea3084,4250STDY11120989,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910090,...,37db1c4a-25e6-11ec-90f8-fa163eea3084,4250STDY11120990,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910091,...,37dd2ada-25e6-11ec-90f8-fa163eea3084,4250STDY11120991,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910092,...,37df284e-25e6-11ec-90f8-fa163eea3084,4250STDY11120992,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910093,...,37e126d0-25e6-11ec-90f8-fa163eea3084,4250STDY11120993,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910094,...,37e3237c-25e6-11ec-90f8-fa163eea3084,4250STDY11120994,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910095,...,37e52e7e-25e6-11ec-90f8-fa163eea3084,4250STDY11120995,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910096,...,37e72ab2-25e6-11ec-90f8-fa163eea3084,4250STDY11120996,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910097,...,37ea81e4-25e6-11ec-90f8-fa163eea3084,4250STDY11120997,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910098,...,37ec68f6-25e6-11ec-90f8-fa163eea3084,4250STDY11120998,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910099,...,37ee5a3a-25e6-11ec-90f8-fa163eea3084,4250STDY11120999,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
5910100,...,37f08698-25e6-11ec-90f8-fa163eea3084,4250STDY11121000,"IHTP_PWGS 1132-PF_K1000g_DBS_KE_BEJON","2016-05-26 13:03:56"
